reaction(1478,WTPOzrd5274,UESGfwa0830,OAYUmzi3233,N_320406)
reaction(22902,HECTryy7936,CVKAvpi1368,KJMDnib9885,N_332150)
reaction(12536,NPRNrnh2852,IFPZrfl3744,BYLHran7895,N_342940)
reaction(9785,UKHTivf6406,GMNSmlj6755,LKPRmjb6006,N_327476)
reaction(12881,JOBRokm9128,CVJSsfk3405,OONBblk0721,N_333903)
reaction(36642,YYAIork9921,WDVYhna4508,HYFJcov7295,N_322648)
reaction(10770,CAVHgna3367,ZCZAxck3974,AQCAfig1211,N_347985)
reaction(17173,YSHUxnf6630,VRHYeth8271,CEGMbvi3379,N_330106)
reaction(16422,PHEOvxc6525,VIYHxsb5320,TTPKysy6346,N_329496)
reaction(24565,QOTKwlb4918,FAZSqse5729,ESABgiu5370,N_348008)
reaction(13392,KVWFuxj6708,JKZWhlx1791,ZWBKczq0555,N_332827)
reaction(34132,OZMCpbn2746,DTOGnhm9236,ZMKAlsp0787,N_348025)
reaction(33659,YSEKsjd2664,XEKQekd1703,RPUKfuy9422,N_339715)
reaction(10416,DWVPnck2560,ELSRekl7417,DYAVezr5647,N_334782)
reaction(27595,DUAIdwo9080,LKNJhqy1597,UBCWmig3631,N_324114)
reaction(4303,BBBTxec8859,FRLHimv5756,IOPDfer1797,N_345987)
reaction(34260,URQIetd0027,TNNWqpm3734,JTLWoqw2955,N_348060)
reaction(38256,TKKZaek0240,SBVJjad6459,ZKWTvjv7934,N_328618)
reaction(30459,UYBUlyp1241,MIVLluy7460,YDUGvnh5706,N_348077)
reaction(24153,JLNUbjk1239,RYJCrux6680,XYCEtmz5505,N_330228)
reaction(17259,JBRHcgd5482,XOSHlge4627,EUFFaug1752,N_344731)
reaction(29725,YIRLmwb8745,XQMFmal3705,ACJRpkp1234,N_348100)
reaction(26034,TMXEsim7007,NROOqzy9735,SKPUatd6781,N_348111)
reaction(21267,ESZNtyk4626,ZFDSrls8092,TLOQvqz6296,N_346038)
reaction(22974,IULFzkc4662,FBXSwue0878,ZDIDryp5934,N_348128)
reaction(9434,PUEVzsh5749,CMQGukc9310,WDLUxpp9951,N_346543)
reaction(38148,GISBqdr1773,IKXNqyy2088,TIRCltb3866,N_334970)
reaction(11323,MZQLwhe0976,CBGPqzn6739,CYISahk3424,N_348151)
reaction(24505,GSXKwkh9574,KEDOulw6013,ZRMZykm9695,N_348162)
reaction(34635,ATVRfmc5007,ZUYOegq7516,SLSVeuj1944,N_348173)
reaction(8832,NSRFywo9031,BLPMqqk4971,JRRFhtl1437,N_348184)
reaction(10533,ESEHecs2054,SJJThtq7859,BCGXpup8010,N_348195)
reaction(3939,NXGRlio8555,MWIWvmu9909,QLIGxau1851,N_348206)
reaction(11993,HSRSuoi6406,LFEMbkp8854,ZBLMgou2767,N_348217)
reaction(34704,VJITrzx9157,YOHRdbo9302,UHVMiad6472,N_348228)
reaction(38724,BMTEglw7982,TCFIarh9377,FTIPbau7923,N_329496)
reaction(504,EKRHbli8440,RAQDqol7725,NILZvno3236,N_348245)
reaction(5867,HTCHoew4198,PQYWzdl0377,UBTSbyz6735,N_348256)
reaction(21408,GREHgyh8975,KBZNoip5375,BRJTees3186,N_348267)
reaction(5114,BLTXywa0065,XBJVlbu8945,LUCGfaz0333,N_326355)
reaction(32562,BULJtpg0576,EOKXzpa2688,CCBYzdk9189,N_322703)
reaction(35674,HMDRkub4243,YAKJgfm4741,PWQNvjb2752,N_336700)
reaction(3845,XTUYzje6745,YRZSqyx5626,NGGDesi9749,N_348296)
reaction(33907,OWNUthk4630,HRVEaml1627,VTVVjrl8078,N_348307)
reaction(37450,SQYCyyt0537,KNAOisy5223,NWLRrpe8964,N_329984)
reaction(13554,XNQTsli2421,RBCRodt5676,ZTRNdwh0686,N_348324)
reaction(13141,YUWIfqh2786,RCCElif0378,QGMPtqb7056,N_348335)
reaction(3964,CLCNslm2653,MZAVxvg1653,KRDZfqy9523,N_328402)
reaction(1397,ONQFfgn3374,DVMVeym9813,PWKXoeb4546,N_348352)
reaction(37980,SDTVqnl1543,QBJRwch3694,LTFZiwj7797,N_348363)
reaction(3582,VOMWbui7003,KFMFoag3950,MOVRwsy6193,N_323375)
reaction(9479,ZBSDtdi3753,YSTUnns0380,NKOAqsu3878,N_327382)
reaction(29929,EPMDlvs5727,WHMNujd2974,UTDJajf1013,N_332411)
reaction(18469,NPYPxkc8084,CNLPhvk0963,LSSCzwd0116,N_322179)
reaction(13447,FLTPxrc0068,WSBJars4197,ATENywe3285,N_335014)
reaction(32992,VBTAlxp9835,XDKApmd6000,EIBCrjb1799,N_338536)
reaction(34764,YTIUmma0178,OEGRjyn8065,BYDTfwc4991,N_348410)
reaction(4236,XFVTgsx9932,AYKThzw5145,JTEXwvv6029,N_348421)
reaction(34184,CEQDjhu7213,JUISzzz4384,SSYXmzl9971,N_340114)
reaction(14711,BTJMgbf9356,PZOFygq6929,ODITqou6944,N_348438)
reaction(14520,MZUOrmh9676,EWSPjeh7760,YKNMsby5096,N_348449)
reaction(22928,MLGJyks7851,NPTSumx1174,ARPFwdl9224,N_321061)
reaction(16229,EXFBzfy1415,PNXIhkc8923,IHATxdn8544,N_320527)
reaction(5875,NPSTblu3752,XYFLcxe4578,AUKRmkj9008,N_348472)
reaction(34622,WOCNcgj3695,MCAIkef8496,QXBPxsd1826,N_346381)
reaction(18833,KUZFnyk2179,VKPRbcg4127,ZYHFiau8979,N_348489)
reaction(24200,PNDMlzf8848,CUVGlqj5515,PQAFbpt8085,N_348500)
reaction(19425,MNORlwf0300,ZWPTvmi6883,WPBAfau6452,N_348511)
reaction(3487,GOXEezi4846,DODWnvr8481,NILBqth9244,N_321446)
reaction(5452,PPGEhmt7017,GVSDqwk5181,TCRCsgd6596,N_348528)
reaction(27059,WCUXtxo4504,RLVWgnq5597,OOZAell0353,N_334298)
reaction(34094,UFHTwaf9074,OVELszx0137,FNWRmrd6761,N_348545)
reaction(13809,QGANdkz3293,LMAGmpa9308,DAAXzni9955,N_332378)
reaction(32612,JFZBayv0803,KDFUgaa9672,AMANqao5092,N_340818)
reaction(1906,CSVLrcy9223,EWBKaet2881,HWAYqwh3621,N_348568)
reaction(38487,UPWYapf4602,QDUUrfi4787,TUSDprh8557,N_342678)
reaction(34933,AXMSfhu9769,HZZTonf8728,VWSYzup6269,N_345819)
reaction(37360,JYQQsph9264,GCPJpeq0478,FMNPitm7637,N_324246)
reaction(22939,MRUOzev2411,RYFHayw7830,JMZDgfb0879,N_348597)
reaction(39488,OYOJsiz1218,KZXIewx7168,WVJIbne8623,N_334072)
reaction(23119,IXGAurf8091,TXPHhsq7050,IRBVeis1125,N_339760)
reaction(1327,EBHKaea1478,SXAWger9729,ZGPTmnh4821,N_348620)
reaction(17555,ITGDiom3757,YFPXvmd2260,GPSZmia2473,N_337913)
reaction(31050,NQBZzmw3473,JJMSger4824,XIOXbnp9545,N_336209)
reaction(27270,WOTYlwe3651,ZFKNmfc7064,TYQEolz0347,N_348643)
reaction(12911,XVMNybb2507,KKNImgz2654,ETEAtzy0736,N_348654)
reaction(38049,HLPHtfn6497,SYCCqiu4697,APXHacj0561,N_348665)
reaction(39988,PFZUnfw8159,FFSTvwz1660,CZGWvny4862,N_348676)
reaction(6575,SHJOvod9225,TEXPvum1267,MJSKhut1082,N_348687)
reaction(26225,LKIKetb4212,QMNYkxz5550,YEPQwfh2140,N_335614)
reaction(13446,EKLGlfk4756,VPPKejp5423,CKFGrza9173,N_348704)
reaction(3960,YNELwun6099,AOKUfiu3343,VLVAjjk3000,N_321876)
reaction(26169,XFUNkeg3166,DZLNmpf9507,YEUHbev2822,N_343900)
reaction(25307,DHIUhqw8511,ZMPEslp8851,JZEKtcx7434,N_346267)
reaction(30066,AARJkpt4272,CJAXwpx6629,YNDWmdn7308,N_333099)
reaction(23751,ITNRqcc9230,RGUEgjs2579,QDQDztg6820,N_348739)
reaction(21067,XLKIpik9569,CWAGgom5852,IAYFzgc6506,N_327404)
reaction(9446,OXXUpbi0387,KSCLbli4850,HHDZkjv7387,N_336700)
reaction(25336,IHHSbzj4172,GGAYdfm7690,EWMVxnf8273,N_348762)
reaction(31668,TOOOqzn8346,VLLXvsd8013,PNIPkgx5567,N_333590)
reaction(37428,MQALwsk3915,AMCWjqh4777,LLOFpbb9722,N_321094)
reaction(16875,YXCQpll0915,TOAEacs9240,DGRDmuv7331,N_348785)
reaction(10180,TFDSztt3792,OIMMbzd4647,RLOFjxs9272,N_348796)
reaction(18742,SEMQsul3898,VXPAkna7887,WAPBxmt5910,N_342283)
reaction(27279,WNCSrri5365,BVNCgeg4067,YDALelw2716,N_341717)
reaction(18813,XFFUlyx7420,QWAEknw8134,WYPQymg2676,N_328890)
reaction(11811,OGOTgfj3920,YRQYmmg3469,PUUNmne6550,N_328218)
reaction(18325,EGSKhni8162,YBYRdwv3239,TNUPoan5789,N_348831)
reaction(5181,DDSHsyw4312,THKOddr4725,GJQNobd7564,N_331438)
reaction(24828,QCBEqjc1765,WNFQxgs0778,TCGJjfe8294,N_348848)
reaction(15689,KAUEjwu6212,EOOIici8724,WJBIqyu8655,N_348859)
reaction(37451,LREBxwc4233,KWFUvnx6595,YVFOxco9634,N_348870)
reaction(28549,TNPLasl6012,RXFQtuz7841,YPPSunq1925,N_336578)
reaction(16415,UZCHagk9051,TXPOflx3193,MBPGhut0957,N_337010)
reaction(171,UBZVtjz7607,LPVNhtg5890,SXMHxtb4068,N_321435)
reaction(7213,KAHRmqg6923,BWUBztt6874,GGNJxyj8354,N_348899)
reaction(1059,JVWCylf7709,SZYLtdx1821,DTRYebu4775,N_347621)
reaction(13246,BJANros9519,LKINnqd6902,QCTVzcx9507,N_348916)
reaction(19767,AGCMlbj1897,PBCKdzm3317,CLRAeqs5268,N_348927)
reaction(15488,TRVNere4597,QUNKvlq6838,JRFYrfd7673,N_348938)
reaction(12806,VHZUuyd2498,HULIrlh0655,XFSLtfc4631,N_331726)
reaction(22231,BFHFvfx9365,AQTSbhj8188,SPOHcju2822,N_337873)
reaction(8930,UVXBwnf6206,JXNUwft1875,SMOUpbs2704,N_348961)
reaction(13837,SUFHeev1483,SXIRgyu8785,EQKUsxp6280,N_348972)
reaction(159,ESIYgpj4587,MIQXpnv3216,OAMYbba7259,N_322510)
reaction(27386,BWDIohq6575,LYACspu7160,EPKLltg1318,N_348989)
reaction(16252,BDLQduu7713,JWHYrel0030,FXRJlpy9379,N_340907)
reaction(14050,ZDBQweu4662,WQCShwn0575,NEJZtkr2423,N_325995)
reaction(33304,HGWTovo5516,VPDHejy5726,YIGPhjl5853,N_349012)
reaction(14624,UMGXbhv0222,CUHCxmt4348,ATVMmdg5424,N_349023)
reaction(17652,FSPDifh0374,ZVKKlpg5628,VVVXoad8634,N_349034)
reaction(18405,RGNGlcz8701,EWBJekh0997,JWLDbzm1175,N_349045)
reaction(58,FKDVsfq6539,WIHYgbp9752,FVQQqcd3983,N_327892)
reaction(29729,EKVCgzr3335,SFRDysk2475,HJHUumg2879,N_324467)
reaction(28162,DCCRurp3930,WPANoqc1274,AVDQlff9429,N_330704)
reaction(21360,JMVIscp8471,FFTEbry5192,DWDKvcp2922,N_342828)
reaction(20363,HHVQjyh2663,YVOFwod6065,QPAExxt5548,N_349080)
reaction(33067,JLHGpdl9928,KCCAzvd4543,YYUNapu5363,N_342940)
reaction(36419,ENLNdqy7587,KWCHqgy3287,KZDUfkt7276,N_349097)
reaction(9134,BGCLavl0792,RHGZvhc3472,BIYWcjx5909,N_324671)
reaction(35550,DAODucn8221,FMSUloh0166,CIRYvtk2012,N_344686)
reaction(1936,AQJVwxo5987,NCEQtew4470,XYYOgex8736,N_349120)
reaction(27826,DSMFone7152,PNQKcqe7247,QCSTybc3498,N_349131)
reaction(30825,MGPKumz5290,EFQKmvm6772,PFAIllu8251,N_349142)
reaction(12335,ADBFlfj2144,SWNLjkz5135,ABFQqrh8903,N_341439)
reaction(1875,VCJUyih1993,ONRYnvs8963,BZQCkgv7937,N_331838)
reaction(20230,BNZAmqd9620,WJZYmnz7418,KYTSahs3139,N_332556)
reaction(11356,AUNCsvx2283,CNONoam1192,GGUAwnt9764,N_327465)
reaction(3092,QYDBvdh4453,CFKZhsx6240,KFYBvig1539,N_343451)
reaction(21796,GZFHmtl3953,BBYDmiy3187,WVBQmzb6038,N_346436)
reaction(31540,AGMOhyy8771,ODCVvki6817,JIHFhqf9702,N_349189)
reaction(13050,CIBSusu0370,NQUAxei7619,KTMRcpt4070,N_349200)
reaction(35871,OWJGfzq3496,AMJIhxm4284,ROWYlbu9906,N_349211)
reaction(2853,QDPOapx4878,VIFZhmo5158,MXSNatu8359,N_326388)
reaction(16786,VABEunf3689,SAHPonb5226,XZWCiua3699,N_349228)
reaction(4164,EIVOssm0998,HZSBotd0034,VDVQqxs0109,N_343451)
reaction(27886,AVCYguf2353,TVFChjp9823,FPOJpfm9614,N_349245)
reaction(34998,FGZLsdk7611,RILXixu2725,OWGQmjm0521,N_332949)
reaction(249,PORFdbx3582,OTHWxiy9594,AHDBsdi7177,N_349262)
reaction(1513,MROJlxq7102,ATKDgeo2109,SLUOahz0471,N_343250)
reaction(23799,ZQFYfon8289,AMKMlaj8565,PPGJtyx4420,N_349279)
reaction(14732,RFXSdcr9184,RUJCbbw7312,CEZWuqq0165,N_349290)
reaction(16369,FNKGlrf2409,TEEWckx2417,NTBBpkg3830,N_349301)
reaction(13379,IHJJoom8043,QLBZulo4997,GKVMjnw5075,N_343787)
reaction(15852,ZCIZbtc4996,SDGVmhx2016,IZDKfel3658,N_349318)
reaction(28878,UPDVqjx1094,BYFIknx8197,VMSJpyd2080,N_323397)
reaction(26534,EETIcqb7389,UNIXgvt8682,WPCAvis4481,N_338614)
reaction(13614,BSEAglv7048,RYSXtco0512,LXAFhsd9135,N_335303)
reaction(31993,WQTKbxe8556,NYQSwvo3971,NFEMauo2499,N_349347)
reaction(16609,STIAizc8321,JFVOafh0667,AWVPknf5571,N_330910)
reaction(18008,NMEAfbg2216,LOGTooq6063,WHLIxyq1730,N_349364)
reaction(5415,EUKGgtz3453,BRHAqlo3299,TRIOziy5189,N_343530)
reaction(27703,NMWPgwx4610,XKYJdug8534,JFHHltq4681,N_349381)
reaction(39080,VSUPutq5172,UHTPuxe1031,HIQAapq0992,N_347672)
reaction(18376,RJXUjji7804,NTWAbis3924,TTLPxkb6698,N_349398)
reaction(36441,JSJKqmn8902,PCEZoke8093,KFTIxcr4945,N_349409)
reaction(28144,XVVZtzv6200,TCGDran2685,PSSDbyg1547,N_342973)
reaction(29763,MQEXztp7510,YITMsgi1939,ZNZUcqi3517,N_349426)
reaction(10237,BQLUobb3814,EZXMnsq3071,WLDWxgg4336,N_349437)
reaction(14642,FVFAwpx3095,HVSLzbq7616,OKRPbcc1521,N_349448)
reaction(31005,JHZBbjq5950,OCUBqtq2481,CQRZada3379,N_322780)
reaction(13091,AGFQwfi0195,VPPLcrm4380,UUKHcvb3775,N_331737)
reaction(15734,XLGBsoz2756,NUWBofx4605,MBKKtym0471,N_349471)
reaction(21180,MKEFrwo5147,YKXTlrh4666,MUGAbnz5383,N_349482)
reaction(14607,WJRZiom0310,ZWIQank3779,YXQPjak3362,N_324158)
reaction(26203,GNGUydh1498,GQRIvtd3607,DYPWgih3117,N_349499)
reaction(10510,WHVReeu0061,AOKYoye3689,BAITxse6579,N_349510)
reaction(18091,THFMsmd7340,GFSMmas2735,JINGchg5352,N_332871)
reaction(28209,CPUDqsn5463,NNBQrqz5664,PUCClpk1780,N_349527)
reaction(23170,PCOGzjy3305,APGDkjm0738,YTYDgcr9517,N_346195)
reaction(29875,DXLCnjv6434,QLWNrwg2252,QOVNzoy4097,N_324793)
reaction(24596,YWYOvgf3128,HYQFais1264,AOLKgli6016,N_322383)
reaction(25539,PAXEihc9436,VACUsfg0384,YLCNhii6191,N_326599)
reaction(10501,XNTCawx7251,FGLRjsy7368,PVKAmih4951,N_349562)
reaction(27544,QSUUjjb7568,BFJPghr9770,QKFUeyj9655,N_349573)
reaction(6863,ESWPhxe1266,KNKZpuz9430,HFVHnzb6605,N_349584)
reaction(20192,LBUGkth6549,HPGSbwt3568,VUPBkab3479,N_349595)
reaction(6482,ISYVdhb0017,PUQNxyq9424,RJQJory3593,N_349606)
reaction(30675,DVKCypf9172,ESQHjvv0758,HBBOhsn9811,N_343001)
reaction(23109,JNOLoio1958,OOMWkwk1132,ABLJefb4446,N_329795)
reaction(33622,EWESnnt9855,KDIAxqn8714,FTQVqfk8265,N_349629)
reaction(12068,RHQYnnm1730,LYOYvsi9778,JEFNuyw3201,N_349640)
reaction(19680,FNGVxpv6787,QWRXmob2013,GRUNvrw1008,N_329889)
reaction(2804,EPSXklk4460,HPMXulw2164,UVDKwdb7884,N_325530)
reaction(25472,JIOMejr5490,PGYFrnq1423,WZKJnkz7565,N_345111)
reaction(11187,FJNIkmi8638,PSDPsel7045,IOEIjgq7126,N_349669)
reaction(22707,RILFapc0053,VIPKebx1605,LUMDfgo4066,N_331815)
reaction(12822,LTGSpuc9818,VRAZrpv1206,KOTWost2841,N_349686)
reaction(12148,BJJJfre1562,YSCRsbj5453,GAKEnwl7872,N_324660)
reaction(26526,XWBVyfj8679,HTKEcjt8378,UKFDlrp5000,N_338236)
reaction(20693,GBFByir7249,UIYCmsb6950,SDFRqlz5541,N_349709)
reaction(6392,EVVQzjk3483,BFSKxvb9260,FDUFndo1309,N_343675)
reaction(12184,DKLAsbu7364,WRHVybg7084,OSKJfpp2031,N_336611)
reaction(5376,UBXRzjk5845,PVCPmks7552,EFBEaoq0202,N_339715)
reaction(36210,FTQXmsn8667,AICRlof5983,KTOKhab2363,N_349738)
reaction(29429,KCQKfpi9437,AAQZmql8883,GXGDtvx7186,N_325730)
reaction(29105,JEOXajv6834,ERQByvq2855,TSVQnmr1338,N_341101)
reaction(27915,ASLGkam2051,MFECtut6225,JPWXvli8843,N_330782)
reaction(7172,OIJRivq5425,GVGToes9401,VMFJtcq4317,N_336124)
reaction(7257,RPRGorz3363,LQPXdep3858,THDLykg0245,N_323739)
reaction(25822,OTCKmuw9751,VAOGwln1279,PWHIfmg5937,N_349779)
reaction(18506,TILYkgi1821,UJBNgpc4379,TAZJmqh2408,N_349790)
reaction(248,FLPRjoo5580,HTXMrse9814,SSCTyju6520,N_348449)
reaction(15580,IPTDlmv1456,IFKTyvg4018,MKUVlyh8900,N_326902)
reaction(29013,EYUAedb8986,DNNCfjr2149,BYDRocj5222,N_349813)
reaction(20325,XLSQxfd1090,QTSMper1962,PHUCzos0543,N_326737)
reaction(31334,ZVJMypy5753,CLMTrae0021,ZLBYlyb1019,N_327073)
reaction(9600,LTHDasn3771,TJNYnju6734,VUFOnfk8781,N_349836)
reaction(15698,CGQBnvp3315,DJPQfca1699,TCCIkax3285,N_349847)
reaction(38914,JANXltn3506,ERVNjbc5088,HKWLggh0652,N_323254)
reaction(15431,CUHFlkz7490,VZDVlcd3106,QZHBeza8427,N_349864)
reaction(12868,RCVJxyo7714,QDRPbdt3760,HZJIkxo1619,N_349875)
reaction(31070,RPLGozu2913,LUCOklz3234,GSLLzgg9092,N_349189)
reaction(39754,BRZLnfu0871,OVWMhkl1489,AXPWvrw3745,N_340419)
reaction(27762,KFCXooi4111,XIOEhmz9675,KOHWhis0952,N_349898)
reaction(11803,RPSCctq3227,JFJGpqa5128,VWUJqlp4641,N_349909)
reaction(2922,FUDZqye3352,RQCBtlc9375,GKOKlhh0502,N_349920)
reaction(38856,OCCZrsp0631,PEOMwyz6079,LICOeum2487,N_349931)
reaction(12799,WOEMlte1911,KVPEnqc4003,WXPBzrt9344,N_329140)
reaction(37536,LGMVpac9192,OCLTvqp5194,VAPSyeb2806,N_333831)
reaction(28394,QNZXdbu8126,XBHSwso6946,JDMGhsf3485,N_349954)
reaction(8390,OBBFobv2521,ANJJuuw7665,AYFKjkf7710,N_349965)
reaction(33761,YSGCmsk0324,RDUNstj5972,SPGCsxx9074,N_349976)
reaction(18479,BZHYfzk5006,OZTKrbi0276,BFMUjgx2381,N_324026)
reaction(32887,WYTHqll9307,WTCVeoa0571,SOMYdol3967,N_349993)
reaction(12097,JUENhge4714,YNENlmm4459,AFSOmcw1398,N_323855)
reaction(12355,MZIPjxc1230,LYUBosx3835,FMBYtdj7675,N_350010)
reaction(1420,GNBSknu5792,MJVKcla0278,RXIOfwu4669,N_334527)
reaction(31130,AYHKnyr5656,FHLPrmd1640,SPTPqyb0061,N_345015)
reaction(39259,SNHNawj0419,GXYXnhl4403,BFSBmtr5075,N_335475)
reaction(10014,HSOKxfw9915,MLXDikb1500,PWSWrqp7041,N_327382)
reaction(25866,WETXcjm7472,ILLGlix9171,OXRXejk5860,N_323474)
reaction(23831,BJKBmvt5869,VYLUhsb8770,EXCNhwy6919,N_326979)
reaction(20293,LCQIojq3142,WXHLkhn1222,GLXHbfq4433,N_350057)
reaction(5167,QXMYppc9513,DYBQmoo6134,YICSwgo8119,N_350068)
reaction(37570,ZISDbfb3270,UTQWhsu2840,RKTRrfx8380,N_350079)
reaction(7987,DSKQqdj4556,VZDDppm9289,TESPpph0284,N_350090)
reaction(17437,JJOWflt1989,LPPIitr7241,DLWKyrw6969,N_343939)
reaction(13436,RMETdsw1116,CMSHxyn0836,ACRPqye2204,N_337570)
reaction(25763,WAMUvuc8130,NWJQfdd1037,YPASaze3544,N_350113)
reaction(17660,XXFYmaz8766,DDCAjdz2294,CBFOrha2694,N_350124)
reaction(34829,RUJUdga4049,DEIQjcr2391,IOEDxwd3754,N_350135)
reaction(28617,RXPGyuv0179,HBEUiog2564,PQKDjkt8785,N_323430)
reaction(35183,BLJPfvn6784,ZUTTrtu6463,UVJBusl5169,N_339166)
reaction(14371,IMFVuju3616,WBMYlal5439,ZMIDufj3096,N_345715)
reaction(34953,QUDIjqx3596,YLIGwfv8814,NEKSbwt1838,N_350164)
reaction(38123,CRTKqil5671,KBUHwyg1734,JYRDalf2292,N_342756)
reaction(10036,YVLXinc1723,PRGOwkf9997,MLODsnw9292,N_350181)
reaction(17953,HUNPrba1035,JHUDqbg1575,HEOPumi0846,N_346833)
reaction(20111,QNAMdwc0497,UHGNeaf0494,FCNJfyr1000,N_350198)
reaction(6766,YRANkkv6789,GIBUter5390,KNNKbuf8203,N_350209)
reaction(32708,NVEZzzi6324,OLWHdit5232,EPLGtpn2161,N_348352)
reaction(14535,MEXHbna9167,TRLZpma2423,LIYUwtv0505,N_350226)
reaction(15416,TXKKphs9324,NDJFiit2777,HSEVtjk7045,N_350237)
reaction(6747,WTPUxlg8142,HXPTowh6761,EMJWeui5970,N_345704)
reaction(14602,VNLAmoe8888,NKBBfpl4843,IXTGyrh8269,N_326979)
reaction(3227,THBUiyy4459,DKJTesp8925,KKPUbgr2602,N_350260)
reaction(5510,OSWOlyn1651,VKUCsah9964,SDYTaty7466,N_350271)
reaction(7869,XCSJbjk7902,IHRZnqz0077,QLDRpgf7876,N_350282)
reaction(37139,YRPYmhu4047,QPZBdpu0287,WRIAudt8994,N_350293)
reaction(29596,TOTIlyp5790,TRKOtst2901,ESSLeuj0677,N_350304)
reaction(21531,JXMLqcz6802,XMORtwi6658,FBQWjos5312,N_350315)
reaction(2303,VNFCsas9043,HSVPpub3118,ASLZyvf9634,N_350326)
reaction(36634,BHDUlpq1421,ZDVEjtk2459,CBMBmfo6564,N_320995)
reaction(19103,DVVCbpe2113,HZEXkvb1266,KNYKctm8782,N_324765)
reaction(7859,CWYHwzh6558,GCGZsuw8772,LNWDnwf4773,N_331237)
reaction(12395,SFPBwam1526,BOGKyty7762,UPLXtxo1118,N_339055)
reaction(10577,AFRTemu9868,DNVNhfq1321,WHXHxnm4527,N_350361)
reaction(26799,AVPYutr8147,GHTQggg4717,SFLOxvu1201,N_350372)
reaction(8640,RWKWfgz5847,LLRLjsd4830,AXIHqwc7479,N_325530)
reaction(2176,BNQBnzx7916,NUJUpzt0452,ULPXakd8954,N_350389)
reaction(8321,XPIAwet9130,IYHKcyj1976,WYMKhkk1903,N_344028)
reaction(835,NLEWkhw7475,NRHHmsl6200,IGPFfll8467,N_350406)
reaction(37709,SZRVfdl4780,ZOXOkkb5666,QENMsno1095,N_322251)
reaction(35880,YDMNwzk3654,YFRItpt3681,OVMBdgv2013,N_350423)
reaction(23520,HYNNfla7728,RHZRixb2461,FJOLmuc8544,N_346833)
reaction(37539,LMEMygp6634,KSZWnst5171,CKUJuzv8153,N_320494)
reaction(4436,RLRWyym3196,WDKLhag6465,DCLRlce6131,N_344203)
reaction(23828,JZXGlnn8984,ECPTwif2130,KEBYfcl3096,N_350452)
reaction(17281,REKAmls8998,UNNPros2405,MUYSqdb1591,N_350463)
reaction(18051,YESFjms4167,FXYGydg0491,PJBUeup9967,N_329618)
reaction(34453,GZAEtbj1655,ZIUYsnc9688,AKZGuwx2277,N_350480)
reaction(21618,IMVKmyp7368,XFPBixp9582,ULPZfdm8514,N_350491)
reaction(21413,ZFFGots5605,YHRHupb8891,XRGAzyt9565,N_331604)
reaction(16743,FLQWkkh3631,PPYCgps6201,KCGRxck4846,N_340601)
reaction(39638,NDHExnv4556,OWWIhuq5363,KESMljm5115,N_346312)
reaction(14873,VKSFvpu3881,DIIQnwa9131,IESQxme0688,N_341745)
reaction(7445,WXXXmef9972,KXPEugf8736,AXVRpxy7753,N_321644)
reaction(27582,PEJVryi4161,XHJGtje2423,RKROfma8179,N_350532)
reaction(21041,BXELcht3412,GGDEzaf5754,TUUTxtd1491,N_350543)
reaction(13921,BGQYdds1267,KYOQsbj8072,OOMOpat0300,N_323419)
reaction(16719,KYHOgis9439,YROSecf6467,EZLUyay2259,N_350560)
reaction(30030,IGWSyee0233,LUEFgcg1869,JEPWoin7060,N_337324)
reaction(29550,DTHMhpm7017,UIQDxnk9392,YFERnvr1420,N_335081)
reaction(20585,APOLybs9279,WQZJymd5507,OIEOnyx6408,N_342689)
reaction(32916,FTBBtlr4558,HLGDhee5409,OHSJigm0824,N_321821)
reaction(14029,CYZWyin2916,VYBWjjr6708,UTRXjbv7430,N_350595)
reaction(20119,KWSBtjr2453,JJSTrbc2362,KMPPski4618,N_347116)
reaction(8945,DCBOvkr0080,BJZDubg1896,FQKUzna1456,N_340205)
reaction(38285,ZEHIffe0460,IULIiyj7811,FBAWkty8816,N_340058)
reaction(20510,LJGCauh7116,UHUDlyd7763,HVPQhwf3260,N_342058)
reaction(38865,TZFKbuu3062,SMPQhzp3913,EVIIxlx5604,N_350630)
reaction(18779,JMGGojf5886,JPNNxem2612,YNVXswl4331,N_329806)
reaction(8512,IXAYsnd9400,MCVLmlc7411,ZHEKnyu8854,N_349426)
reaction(16411,OCUGmrl4041,YKMSgfu4106,OLZLuei7957,N_327798)
reaction(28195,NPTTjvn0047,SUFKcpu9688,IOOZobm1948,N_328618)
reaction(7290,CWKRcxi6880,AEOOskf2391,DIWAcjo7530,N_341939)
reaction(5849,CVXPqfz4503,AISYlvi8726,PCFGrtm5589,N_339216)
reaction(18985,ONAKvem0093,NQLUvwc5989,BNDTvty8019,N_350677)
reaction(21114,ELIXhed8911,AVFPrnu6555,CPYJpup1267,N_350688)
reaction(12977,MBLLhwi0871,YSKXsae7192,NIHLova4347,N_346267)
reaction(38439,QANQveo1627,VGDMqke1598,KESJmaa8968,N_350705)
reaction(24165,FTQYxlw5494,GQSCpmb5743,JZUXzig7036,N_350716)
reaction(39420,JPLKomb0234,QVKGvfr9664,NERNxyt4731,N_326880)
reaction(2963,KBTGfcj2902,CUDNozt4968,VRNCpwb1713,N_350733)
reaction(36972,IQLXmwy7817,AGBTrfj1588,XQULpqj2984,N_350744)
reaction(18340,PKXBcci3044,FOQKnyh9515,LLRJzqx6067,N_345468)
